timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], temperature.gpu, fan.speed [%]
2026/05/30 09:15:04.983, 96 %, 92 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:15:05.986, 100 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:06.988, 95 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:07.990, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:08.993, 94 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:09.995, 96 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:10.997, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:12.000, 98 %, 49 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:13.002, 93 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:14.005, 93 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:15.007, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:16.010, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:17.012, 96 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:18.014, 93 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:19.015, 95 %, 90 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:20.018, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:21.020, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:22.023, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:15:23.025, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:24.028, 94 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:25.030, 99 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:26.032, 98 %, 54 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:27.035, 93 %, 88 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:28.037, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:29.039, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:30.042, 94 %, 66 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:15:31.044, 94 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:32.046, 95 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:33.048, 93 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:34.050, 95 %, 61 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:35.052, 95 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:36.057, 95 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:37.059, 98 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:38.061, 97 %, 92 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:15:39.062, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:40.065, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:41.069, 100 %, 48 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:15:42.071, 95 %, 62 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:43.073, 100 %, 47 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:15:44.076, 96 %, 63 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:45.078, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:46.084, 100 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:15:47.087, 96 %, 58 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:48.090, 95 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:15:49.092, 96 %, 65 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:50.094, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:51.096, 96 %, 78 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:52.099, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:53.102, 95 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:54.104, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:15:55.107, 100 %, 52 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:15:56.109, 97 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:57.110, 99 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:15:58.112, 96 %, 57 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:15:59.114, 96 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:00.117, 100 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:16:01.120, 100 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:02.122, 95 %, 89 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:03.124, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:04.127, 95 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:05.129, 94 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:06.131, 94 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:07.134, 95 %, 66 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:08.137, 96 %, 77 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:09.139, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:10.142, 95 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:11.144, 96 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:12.145, 96 %, 83 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:13.148, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:14.151, 95 %, 58 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:16:15.153, 96 %, 75 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:16.154, 95 %, 65 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:17.156, 96 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:18.159, 95 %, 75 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:19.161, 95 %, 78 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:20.163, 96 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:21.165, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:22.167, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:23.169, 97 %, 72 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:24.171, 96 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:25.174, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:26.177, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:27.179, 95 %, 48 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:16:28.180, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:29.183, 97 %, 92 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:30.185, 97 %, 81 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:31.187, 96 %, 52 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 09:16:32.188, 96 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:33.189, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:34.191, 95 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:35.193, 96 %, 86 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:16:36.194, 94 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:16:37.196, 94 %, 76 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:38.198, 95 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:39.201, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:40.203, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:41.205, 95 %, 66 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:42.206, 95 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:16:43.209, 97 %, 83 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:44.212, 95 %, 70 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:45.214, 95 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:46.216, 95 %, 63 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:47.219, 100 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:48.220, 93 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:49.221, 97 %, 91 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:50.224, 95 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:51.226, 96 %, 90 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:16:52.229, 95 %, 79 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:53.231, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:16:54.234, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:55.237, 96 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:16:56.238, 94 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:57.239, 94 %, 89 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:16:58.240, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:16:59.241, 94 %, 81 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:00.244, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:01.246, 94 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:02.249, 92 %, 47 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:03.251, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:04.252, 98 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:05.255, 96 %, 54 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:06.257, 98 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:17:07.259, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:08.261, 96 %, 57 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:09.263, 95 %, 56 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:10.265, 96 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:11.266, 95 %, 72 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:12.268, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:13.271, 96 %, 87 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:14.273, 97 %, 91 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:15.274, 95 %, 61 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:16.276, 95 %, 61 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:17:17.279, 94 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:18.281, 97 %, 91 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:19.282, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:20.283, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:21.285, 95 %, 61 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:17:22.286, 95 %, 63 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:23.287, 95 %, 64 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:24.289, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:25.291, 96 %, 66 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:26.293, 96 %, 68 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:17:27.296, 100 %, 51 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:17:28.298, 94 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:29.301, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:30.302, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:17:31.305, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:32.307, 95 %, 69 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:33.310, 100 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:34.312, 95 %, 60 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:35.314, 96 %, 60 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:36.317, 97 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:37.318, 97 %, 91 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:17:38.320, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:39.323, 97 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:40.324, 95 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:17:41.327, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:42.329, 97 %, 68 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:43.332, 96 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:17:44.333, 96 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:45.336, 99 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:46.338, 100 %, 52 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:17:47.340, 95 %, 55 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:48.342, 95 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:49.344, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:50.346, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:51.349, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:52.350, 96 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:53.353, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:54.354, 97 %, 67 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:55.355, 97 %, 71 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:56.357, 100 %, 42 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:17:57.358, 97 %, 69 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:17:58.359, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:17:59.361, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:00.363, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:01.365, 94 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:02.366, 96 %, 85 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:03.368, 95 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:04.369, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:05.372, 97 %, 72 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:18:06.374, 96 %, 69 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:07.376, 95 %, 88 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:08.377, 96 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:09.379, 97 %, 90 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:10.381, 98 %, 91 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:11.382, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:12.384, 100 %, 52 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:18:13.387, 100 %, 46 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:14.388, 98 %, 76 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:15.389, 98 %, 59 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:16.390, 95 %, 78 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:18:17.392, 97 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:18.393, 94 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:19.407, 97 %, 91 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:18:20.409, 96 %, 59 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:21.411, 96 %, 60 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 09:18:22.412, 96 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:18:23.413, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:24.416, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:25.418, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:26.421, 96 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:27.422, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:28.425, 98 %, 92 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:29.427, 98 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:30.429, 96 %, 52 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:18:31.430, 95 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:32.432, 97 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:33.434, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:34.436, 95 %, 58 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:35.437, 96 %, 63 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:36.438, 100 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:37.440, 98 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:38.442, 97 %, 91 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:39.444, 97 %, 67 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:18:40.445, 97 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:41.447, 96 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:42.448, 96 %, 78 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:43.451, 97 %, 64 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:44.452, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:45.454, 96 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:46.455, 96 %, 75 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:47.456, 95 %, 51 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 09:18:48.458, 90 %, 86 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:49.461, 97 %, 84 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:50.463, 97 %, 93 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:51.464, 97 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:52.466, 95 %, 85 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:53.467, 95 %, 84 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:18:54.470, 97 %, 93 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:55.472, 96 %, 82 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:56.474, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:18:57.476, 94 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:58.477, 96 %, 92 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:18:59.479, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:00.480, 96 %, 80 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:01.481, 100 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:02.483, 96 %, 62 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:03.486, 95 %, 80 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:04.487, 100 %, 49 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:05.488, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:06.489, 95 %, 67 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:07.490, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:08.492, 96 %, 56 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:09.494, 95 %, 92 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:10.495, 100 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:11.496, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:12.498, 95 %, 79 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:13.499, 100 %, 48 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:14.500, 94 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:15.501, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:16.502, 98 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:17.503, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:18.505, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:19.506, 96 %, 92 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:20.508, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:19:21.509, 100 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:22.511, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:23.513, 96 %, 93 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:19:24.514, 97 %, 54 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:25.516, 96 %, 68 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:26.517, 97 %, 93 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:27.519, 98 %, 94 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:28.520, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:29.521, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:30.522, 95 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:19:31.524, 96 %, 87 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:19:32.525, 97 %, 55 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:33.526, 95 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:34.528, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:35.530, 96 %, 64 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:36.531, 100 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:37.533, 97 %, 94 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:38.534, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:39.535, 96 %, 84 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:40.536, 96 %, 93 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 09:19:41.537, 96 %, 93 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:42.538, 95 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 09:19:43.540, 96 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:44.541, 96 %, 55 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:45.543, 97 %, 94 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 09:19:46.544, 94 %, 91 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 09:19:47.545, 94 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 09:19:48.547, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
