timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], temperature.gpu, fan.speed [%]
2026/05/30 03:40:38.537, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:39.539, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:40.541, 94 %, 73 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:40:41.543, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:40:42.546, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:40:43.548, 100 %, 47 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:44.550, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:45.552, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:40:46.555, 94 %, 70 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:40:47.558, 95 %, 71 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:40:48.560, 94 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:40:49.562, 94 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:50.564, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:40:51.567, 97 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:40:52.569, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:53.572, 94 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:40:54.574, 95 %, 90 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 03:40:55.576, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:56.579, 93 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:57.581, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:58.584, 95 %, 65 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:40:59.586, 93 %, 70 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:00.589, 92 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:01.591, 92 %, 66 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:02.594, 94 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:03.596, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:04.599, 92 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:05.601, 93 %, 65 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 03:41:06.604, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:07.606, 93 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:08.609, 93 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:09.611, 100 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:10.614, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:11.616, 100 %, 47 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:12.619, 94 %, 84 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:13.621, 97 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:14.624, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:15.627, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:16.629, 92 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:17.631, 93 %, 56 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:18.634, 93 %, 46 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:19.635, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:20.638, 94 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:41:21.640, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:22.642, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:23.645, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:24.647, 93 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:25.649, 93 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:26.652, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:41:27.654, 93 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:28.656, 93 %, 81 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:29.659, 95 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:41:30.661, 93 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:31.664, 93 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:32.666, 94 %, 88 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:33.667, 94 %, 89 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:41:34.669, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:35.672, 93 %, 48 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:36.675, 93 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:41:37.677, 95 %, 76 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:38.682, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:41:39.684, 93 %, 87 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:40.687, 93 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 03:41:41.688, 93 %, 48 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:41:42.690, 93 %, 77 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:43.692, 100 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:44.695, 93 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:45.697, 94 %, 88 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:46.699, 94 %, 86 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:47.701, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:41:48.702, 94 %, 74 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:49.705, 93 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:50.707, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:51.710, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:52.712, 93 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:53.715, 95 %, 46 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:54.718, 92 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:41:55.720, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:56.722, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:41:57.725, 94 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:41:58.727, 93 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:41:59.729, 93 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:00.731, 95 %, 57 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:01.734, 94 %, 88 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:02.736, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:03.738, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:04.741, 94 %, 88 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:05.743, 94 %, 66 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:06.746, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:07.748, 95 %, 77 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:08.750, 93 %, 62 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:09.753, 94 %, 57 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:10.755, 100 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:11.757, 93 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:12.759, 97 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:13.761, 96 %, 68 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:14.764, 96 %, 90 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:15.765, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:16.768, 96 %, 72 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:17.770, 96 %, 90 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:18.772, 95 %, 56 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:19.775, 94 %, 58 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:20.777, 95 %, 89 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:21.779, 94 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:22.781, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:23.783, 94 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:24.786, 95 %, 75 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:25.788, 94 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:26.790, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:27.793, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:28.795, 94 %, 49 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:29.798, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:30.801, 95 %, 89 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:31.803, 96 %, 78 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:32.805, 96 %, 78 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:33.807, 93 %, 48 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:34.810, 96 %, 90 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:35.812, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:36.815, 100 %, 49 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:37.817, 95 %, 65 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:38.820, 94 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:39.822, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:40.825, 100 %, 48 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:41.827, 95 %, 90 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:42.830, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:43.832, 94 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:44.834, 94 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:45.837, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:46.840, 96 %, 89 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:47.842, 93 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:48.845, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:49.848, 95 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:50.851, 93 %, 56 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:51.853, 94 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:52.855, 95 %, 85 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:42:53.857, 94 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:54.860, 93 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:42:55.862, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:42:56.864, 94 %, 85 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:57.868, 95 %, 58 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:42:58.870, 100 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:42:59.872, 98 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:43:00.874, 93 %, 68 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:01.876, 94 %, 62 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:43:02.879, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:43:03.884, 96 %, 90 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:04.887, 96 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:05.889, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:06.892, 93 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:07.894, 100 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:08.896, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:43:09.899, 96 %, 90 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 03:43:10.901, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:11.904, 94 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:12.907, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:13.909, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:14.911, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:15.914, 94 %, 46 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:16.916, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:17.918, 94 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:18.921, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:19.923, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:20.925, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:21.927, 94 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:43:22.929, 100 %, 49 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:23.932, 96 %, 63 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:24.934, 94 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:25.937, 97 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:26.940, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:27.942, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:28.944, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:29.947, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:30.949, 96 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:43:31.951, 94 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:32.954, 96 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:33.956, 96 %, 90 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:34.959, 94 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:35.960, 94 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:36.962, 98 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:37.964, 92 %, 87 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:38.967, 95 %, 67 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:39.968, 95 %, 56 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:40.970, 95 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:41.972, 100 %, 49 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:42.974, 94 %, 47 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:43:43.977, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:44.979, 92 %, 87 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:43:45.981, 94 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:46.983, 94 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:47.985, 100 %, 54 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:48.988, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:49.990, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:50.994, 100 %, 53 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:51.996, 94 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:52.998, 94 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:54.001, 95 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:43:55.003, 100 %, 47 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:43:56.005, 94 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 03:43:57.007, 99 %, 54 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:43:58.010, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:43:59.012, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:00.014, 93 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:01.016, 96 %, 76 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:44:02.019, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:03.021, 94 %, 48 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:44:04.023, 100 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:05.025, 94 %, 61 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:06.027, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:07.030, 97 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:08.031, 94 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:09.032, 94 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:10.035, 96 %, 91 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:44:11.038, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:44:12.040, 95 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:13.042, 100 %, 54 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:14.045, 94 %, 60 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:15.047, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:16.050, 100 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:17.052, 94 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:18.055, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:19.058, 96 %, 68 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:20.060, 94 %, 49 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:21.065, 96 %, 90 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:22.067, 95 %, 90 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:23.070, 97 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:24.072, 95 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:25.074, 95 %, 79 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:26.078, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:27.079, 94 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:44:28.081, 100 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:29.084, 94 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:30.087, 95 %, 55 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:31.092, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:32.094, 98 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:33.097, 95 %, 67 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:34.099, 100 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:35.102, 94 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:36.105, 100 %, 49 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:37.107, 92 %, 67 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:38.109, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:39.112, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:40.114, 95 %, 89 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:41.116, 94 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:42.118, 95 %, 89 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:43.120, 95 %, 74 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:44.123, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:45.126, 100 %, 47 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:46.128, 94 %, 82 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:47.130, 100 %, 48 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:48.133, 95 %, 64 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:49.134, 94 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:50.137, 96 %, 89 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:44:51.139, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:52.141, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:53.144, 100 %, 54 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:54.146, 96 %, 78 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:55.148, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 03:44:56.150, 93 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:44:57.153, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:44:58.156, 93 %, 69 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:44:59.158, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:00.160, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:01.162, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:45:02.165, 95 %, 71 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:03.167, 95 %, 89 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 03:45:04.170, 95 %, 70 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:05.172, 94 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:45:06.174, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:07.176, 94 %, 88 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:08.179, 94 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:45:09.181, 96 %, 89 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:45:10.183, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:11.186, 93 %, 47 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:12.188, 100 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:13.191, 94 %, 47 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 03:45:14.193, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:15.195, 100 %, 52 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:16.197, 100 %, 50 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:17.200, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:18.202, 95 %, 89 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 03:45:19.204, 95 %, 51 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 03:45:20.207, 94 %, 48 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:21.209, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 03:45:22.210, 100 %, 48 %, 21817 MiB, 2265 MiB, 82, 100 %
